Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
HLA-DRB1,"Major Histocompatibility Complex, Class II, DR Beta 1",Protein Coding,50,GC06M069255,6.931913853,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRB1
AEBP1,AE Binding Protein 1,Protein Coding,43,GC07P044106,6.922262192,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AEBP1
AHSG,Alpha 2-HS Glycoprotein,Protein Coding,46,GC03P186632,6.918200016,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHSG
PGR,Progesterone Receptor,Protein Coding,51,GC11M101030,6.860444069,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGR
FGFR2,Fibroblast Growth Factor Receptor 2,Protein Coding,58,GC10M121478,6.853852749,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR2
IGFBP1,Insulin Like Growth Factor Binding Protein 1,Protein Coding,46,GC07P047917,6.826402187,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP1
TLR4,Toll Like Receptor 4,Protein Coding,54,GC09P117704,6.795990944,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR4
STAT3,Signal Transducer And Activator Of Transcription 3,Protein Coding,56,GC17M042313,6.763096333,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT3
ANTXR2,ANTXR Cell Adhesion Molecule 2,Protein Coding,48,GC04M079901,6.723573208,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANTXR2
IGFBP4,Insulin Like Growth Factor Binding Protein 4,Protein Coding,47,GC17P040443,6.70267868,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP4
TNFRSF1B,TNF Receptor Superfamily Member 1B,Protein Coding,52,GC01P012272,6.702490807,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF1B
UBXN11,UBX Domain Protein 11,Protein Coding,39,GC01M026281,6.691245556,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBXN11
MIR21,MicroRNA 21,RNA Gene,26,GC17P059872,6.687166214,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR21
VKORC1,Vitamin K Epoxide Reductase Complex Subunit 1,Protein Coding,49,GC16M037882,6.677277088,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VKORC1
IL1R1,Interleukin 1 Receptor Type 1,Protein Coding,48,GC02P102136,6.649533749,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1R1
PTEN,Phosphatase And Tensin Homolog,Protein Coding,54,GC10P093576,6.616421223,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTEN
NR0B1,Nuclear Receptor Subfamily 0 Group B Member 1,Protein Coding,48,GC0XM030304,6.601042271,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR0B1
PYCR1,Pyrroline-5-Carboxylate Reductase 1,Protein Coding,48,GC17M081932,6.59681797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYCR1
RAP1A,"RAP1A, Member Of RAS Oncogene Family",Protein Coding,47,GC01P111542,6.579391003,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAP1A
MIR140,MicroRNA 140,RNA Gene,26,GC16P069934,6.573549271,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR140
IL11,Interleukin 11,Protein Coding,43,GC19M055364,6.56917572,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL11
NOG,Noggin,Protein Coding,49,GC17P056593,6.565793991,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOG
COMT,Catechol-O-Methyltransferase,Protein Coding,54,GC22P019941,6.564211845,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMT
BRCA1,BRCA1 DNA Repair Associated,Protein Coding,52,GC17M043044,6.554131985,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRCA1
GHRL,Ghrelin And Obestatin Prepropeptide,Protein Coding,45,GC03M010285,6.548763752,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GHRL
LOX,Lysyl Oxidase,Protein Coding,50,GC05M122063,6.546881199,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOX
ALDH7A1,Aldehyde Dehydrogenase 7 Family Member A1,Protein Coding,50,GC05M126541,6.541641235,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH7A1
BMP4,Bone Morphogenetic Protein 4,Protein Coding,51,GC14M053949,6.537117004,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP4
MARK3,Microtubule Affinity Regulating Kinase 3,Protein Coding,51,GC14P103385,6.535874844,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARK3
GCM2,Glial Cells Missing Transcription Factor 2,Protein Coding,43,GC06M010873,6.535167694,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCM2
DKC1,Dyskerin Pseudouridine Synthase 1,Protein Coding,49,GC0XP154762,6.533479214,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DKC1
FGF2,Fibroblast Growth Factor 2,Protein Coding,48,GC04P122826,6.530946732,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF2
ACE,Angiotensin I Converting Enzyme,Protein Coding,54,GC17P063477,6.528983593,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACE
CXCL8,C-X-C Motif Chemokine Ligand 8,Protein Coding,44,GC04P073740,6.526660919,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL8
SLC26A2,Solute Carrier Family 26 Member 2,Protein Coding,47,GC05P149944,6.522137642,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC26A2
SMAD9,SMAD Family Member 9,Protein Coding,49,GC13M036844,6.519272804,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD9
SFRP1,Secreted Frizzled Related Protein 1,Protein Coding,47,GC08M041262,6.498857021,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFRP1
SIRT1,Sirtuin 1,Protein Coding,52,GC10P067884,6.478918076,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT1
IL4,Interleukin 4,Protein Coding,49,GC05P132673,6.478143692,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL4
JUN,"Jun Proto-Oncogene, AP-1 Transcription Factor Subunit",Protein Coding,50,GC01M058780,6.440261841,https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUN
IL17A,Interleukin 17A,Protein Coding,47,GC06P052186,6.428951263,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL17A
MIR483,MicroRNA 483,RNA Gene,22,GC11M004005,6.428241253,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR483
ATP6V0A2,ATPase H+ Transporting V0 Subunit A2,Protein Coding,47,GC12P123712,6.40969038,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V0A2
OXT,Oxytocin/Neurophysin I Prepropeptide,Protein Coding,43,GC20P004374,6.398533344,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OXT
CD40LG,CD40 Ligand,Protein Coding,52,GC0XP136649,6.378713608,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD40LG
RTEL1,Regulator Of Telomere Elongation Helicase 1,Protein Coding,43,GC20P063658,6.371673584,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTEL1
CFTR,CF Transmembrane Conductance Regulator,Protein Coding,54,GC07P117287,6.363060951,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFTR
CCL2,C-C Motif Chemokine Ligand 2,Protein Coding,51,GC17P034255,6.360626221,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL2
SPTBN1,"Spectrin Beta, Non-Erythrocytic 1",Protein Coding,48,GC02P054456,6.351110458,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPTBN1
CNR1,Cannabinoid Receptor 1,Protein Coding,50,GC06M088139,6.350360394,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNR1
CD40,CD40 Molecule,Protein Coding,52,GC20P046118,6.34931469,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD40
IGFBP5,Insulin Like Growth Factor Binding Protein 5,Protein Coding,45,GC02M216672,6.33406353,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP5
TGFB2,Transforming Growth Factor Beta 2,Protein Coding,54,GC01P218345,6.307217598,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFB2
CALB1,Calbindin 1,Protein Coding,45,GC08M090058,6.303834438,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALB1
NOTCH1,Notch Receptor 1,Protein Coding,55,GC09M137632,6.295622349,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOTCH1
LTA,Lymphotoxin Alpha,Protein Coding,47,GC06P087729,6.292710304,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTA
MAPK3,Mitogen-Activated Protein Kinase 3,Protein Coding,51,GC16M037779,6.288612843,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK3
DANCR,Differentiation Antagonizing Non-Protein Coding RNA,RNA Gene,25,GC04P052712,6.281658649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DANCR
IGFBP2,Insulin Like Growth Factor Binding Protein 2,Protein Coding,47,GC02P216632,6.273082733,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP2
SRY,Sex Determining Region Y,Protein Coding,40,GC0YM002698,6.254233837,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRY
GHR,Growth Hormone Receptor,Protein Coding,49,GC05P042429,6.226849079,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GHR
DLX3,Distal-Less Homeobox 3,Protein Coding,43,GC17M049990,6.226482391,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLX3
RXRA,Retinoid X Receptor Alpha,Protein Coding,51,GC09P134317,6.221961498,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RXRA
MMP3,Matrix Metallopeptidase 3,Protein Coding,53,GC11M102835,6.209295273,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP3
CLCN7,Chloride Voltage-Gated Channel 7,Protein Coding,48,GC16M001444,6.202936649,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCN7
WRAP53,WD Repeat Containing Antisense To TP53,Protein Coding,43,GC17P011466,6.194967747,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WRAP53
MEF2C,Myocyte Enhancer Factor 2C,Protein Coding,51,GC05M088718,6.19110775,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEF2C
MIR133A1,MicroRNA 133a-1,RNA Gene,19,GC18M025563,6.188992977,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR133A1
IL7,Interleukin 7,Protein Coding,47,GC08M078689,6.18844986,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL7
PTGER4,Prostaglandin E Receptor 4,Protein Coding,48,GC05P040679,6.185535908,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGER4
SERPINE1,Serpin Family E Member 1,Protein Coding,52,GC07P101127,6.180121422,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINE1
MMP9,Matrix Metallopeptidase 9,Protein Coding,56,GC20P046008,6.179227829,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP9
HSPA5,Heat Shock Protein Family A (Hsp70) Member 5,Protein Coding,51,GC09M125234,6.178802967,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA5
B3GAT3,"Beta-1,3-Glucuronyltransferase 3",Protein Coding,45,GC11M096926,6.17723608,https://www.genecards.org/cgi-bin/carddisp.pl?gene=B3GAT3
ERCC1,"ERCC Excision Repair 1, Endonuclease Non-Catalytic Subunit",Protein Coding,48,GC19M068005,6.174985409,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC1
CST3,Cystatin C,Protein Coding,47,GC20M023675,6.168302059,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CST3
IAPP,Islet Amyloid Polypeptide,Protein Coding,43,GC12P021354,6.16582489,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IAPP
MGP,Matrix Gla Protein,Protein Coding,45,GC12M021919,6.155138493,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGP
EDN1,Endothelin 1,Protein Coding,51,GC06P012256,6.145730495,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDN1
POSTN,Periostin,Protein Coding,46,GC13M037562,6.14277792,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POSTN
SOD2,Superoxide Dismutase 2,Protein Coding,51,GC06M159669,6.136287689,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD2
SMAD2,SMAD Family Member 2,Protein Coding,53,GC18M047809,6.133016109,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD2
AKT1,AKT Serine/Threonine Kinase 1,Protein Coding,56,GC14M104769,6.125207424,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT1
SMAD7,SMAD Family Member 7,Protein Coding,48,GC18M048919,6.102927208,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD7
RETN,Resistin,Protein Coding,45,GC19P007669,6.089128017,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RETN
ICAM1,Intercellular Adhesion Molecule 1,Protein Coding,53,GC19P010638,6.067724705,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICAM1
CYP1A1,Cytochrome P450 Family 1 Subfamily A Member 1,Protein Coding,50,GC15M074719,6.065113544,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP1A1
LGR4,Leucine Rich Repeat Containing G Protein-Coupled Receptor 4,Protein Coding,41,GC11M027365,6.063844681,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGR4
FASLG,Fas Ligand,Protein Coding,50,GC01P172628,6.060816288,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASLG
IRS1,Insulin Receptor Substrate 1,Protein Coding,49,GC02M226731,6.058496952,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS1
IRS2,Insulin Receptor Substrate 2,Protein Coding,47,GC13M109752,6.058496952,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS2
PROP1,PROP Paired-Like Homeobox 1,Protein Coding,42,GC05M177992,6.050951004,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROP1
FOSL1,"FOS Like 1, AP-1 Transcription Factor Subunit",Protein Coding,47,GC11M097091,6.042994976,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOSL1
EGF,Epidermal Growth Factor,Protein Coding,54,GC04P109912,6.027017117,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGF
FBN1,Fibrillin 1,Protein Coding,50,GC15M048408,6.022453785,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBN1
FGFR1,Fibroblast Growth Factor Receptor 1,Protein Coding,59,GC08M038400,6.01938343,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR1
HDAC4,Histone Deacetylase 4,Protein Coding,54,GC02M239048,6.006121159,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC4
TCF4,Transcription Factor 4,Protein Coding,50,GC18M055222,5.991261959,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF4
SELE,Selectin E,Protein Coding,48,GC01M169722,5.977900982,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELE
AGTR1,Angiotensin II Receptor Type 1,Protein Coding,54,GC03P148697,5.966052055,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGTR1
NELL1,Neural EGFL Like 1,Protein Coding,40,GC11P020669,5.964072704,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NELL1
CLCF1,Cardiotrophin Like Cytokine Factor 1,Protein Coding,44,GC11M067364,5.962733269,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCF1
ITLN1,Intelectin 1,Protein Coding,41,GC01M160876,5.959461689,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITLN1
NFATC1,Nuclear Factor Of Activated T Cells 1,Protein Coding,50,GC18P079395,5.956291676,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFATC1
F3,"Coagulation Factor III, Tissue Factor",Protein Coding,48,GC01M094599,5.947363853,https://www.genecards.org/cgi-bin/carddisp.pl?gene=F3
GSR,Glutathione-Disulfide Reductase,Protein Coding,52,GC08M030678,5.945641041,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSR
CSK,C-Terminal Src Kinase,Protein Coding,50,GC15P074782,5.943068504,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSK
BDNF,Brain Derived Neurotrophic Factor,Protein Coding,52,GC11M027654,5.941506863,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BDNF
SERPINC1,Serpin Family C Member 1,Protein Coding,52,GC01M174593,5.92916584,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINC1
FRZB,Frizzled Related Protein,Protein Coding,44,GC02M182833,5.927443027,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FRZB
ALDH2,Aldehyde Dehydrogenase 2 Family Member,Protein Coding,53,GC12P111766,5.909816265,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH2
TRAF6,TNF Receptor Associated Factor 6,Protein Coding,48,GC11M036467,5.907663822,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF6
HSD11B2,Hydroxysteroid 11-Beta Dehydrogenase 2,Protein Coding,48,GC16P067433,5.906216621,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD11B2
APOB,Apolipoprotein B,Protein Coding,50,GC02M020956,5.898579121,https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOB
MIR144,MicroRNA 144,RNA Gene,21,GC17M044993,5.89831686,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR144
ANXA2,Annexin A2,Protein Coding,51,GC15M060347,5.895787239,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA2
CYP27A1,Cytochrome P450 Family 27 Subfamily A Member 1,Protein Coding,49,GC02P218781,5.893395901,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP27A1
IL18,Interleukin 18,Protein Coding,47,GC11M112143,5.891348839,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL18
MIR145,MicroRNA 145,RNA Gene,25,GC05P149430,5.890429497,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR145
MIR29A,MicroRNA 29a,RNA Gene,23,GC07M130876,5.890429497,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR29A
LIF,LIF Interleukin 6 Family Cytokine,Protein Coding,45,GC22M030240,5.881818771,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIF
IL33,Interleukin 33,Protein Coding,41,GC09P007513,5.878695488,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL33
MIR27A,MicroRNA 27a,RNA Gene,25,GC19M014544,5.877867699,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR27A
DPP4,Dipeptidyl Peptidase 4,Protein Coding,53,GC02M161992,5.872825623,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP4
B4GALT7,"Beta-1,4-Galactosyltransferase 7",Protein Coding,44,GC05P177600,5.871823788,https://www.genecards.org/cgi-bin/carddisp.pl?gene=B4GALT7
MAPK1,Mitogen-Activated Protein Kinase 1,Protein Coding,54,GC22M021759,5.868258953,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK1
MIR532,MicroRNA 532,RNA Gene,19,GC0XP050993,5.860496998,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR532
CDH23,Cadherin Related 23,Protein Coding,48,GC10P071396,5.855853081,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH23
PDE8B,Phosphodiesterase 8B,Protein Coding,48,GC05P077180,5.853246212,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE8B
RECQL4,RecQ Like Helicase 4,Protein Coding,43,GC08M145505,5.850265026,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RECQL4
TNFSF10,TNF Superfamily Member 10,Protein Coding,47,GC03M172505,5.841037273,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF10
BGN,Biglycan,Protein Coding,47,GC0XP153494,5.832102299,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BGN
EPO,Erythropoietin,Protein Coding,47,GC07P100720,5.829402924,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPO
FNDC5,Fibronectin Type III Domain Containing 5,Protein Coding,40,GC01M033216,5.828964233,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FNDC5
ZDHHC13,Zinc Finger DHHC-Type Palmitoyltransferase 13,Protein Coding,40,GC11P019095,5.819684505,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZDHHC13
MIR491,MicroRNA 491,RNA Gene,21,GC09P020716,5.819684505,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR491
CCR2,C-C Motif Chemokine Receptor 2,Protein Coding,48,GC03P047181,5.815919876,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR2
ATP7A,ATPase Copper Transporting Alpha,Protein Coding,48,GC0XP078001,5.809926033,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP7A
SIRT6,Sirtuin 6,Protein Coding,47,GC19M004174,5.804149151,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT6
IL1RAPL2,Interleukin 1 Receptor Accessory Protein Like 2,Protein Coding,42,GC0XP104566,5.800294876,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RAPL2
NLRP3,NLR Family Pyrin Domain Containing 3,Protein Coding,50,GC01P247415,5.800113201,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRP3
DNMT3A,DNA Methyltransferase 3 Alpha,Protein Coding,54,GC02M025228,5.796167374,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNMT3A
TSC22D3,TSC22 Domain Family Member 3,Protein Coding,41,GC0XM107713,5.796167374,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSC22D3
SLC12A3,Solute Carrier Family 12 Member 3,Protein Coding,50,GC16P056865,5.782832623,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A3
FOXO3,Forkhead Box O3,Protein Coding,48,GC06P108559,5.781233311,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXO3
IFNA1,Interferon Alpha 1,Protein Coding,43,GC09P021601,5.768211842,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA1
CEBPA,CCAAT Enhancer Binding Protein Alpha,Protein Coding,49,GC19M033299,5.765964985,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPA
LOC101928371,Uncharacterized LOC101928371,RNA Gene,12,GC02P088538,5.750788689,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101928371
B2M,Beta-2-Microglobulin,Protein Coding,52,GC15P044711,5.74202013,https://www.genecards.org/cgi-bin/carddisp.pl?gene=B2M
RARRES2,Retinoic Acid Receptor Responder 2,Protein Coding,42,GC07M150333,5.741417408,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RARRES2
WNT5A,Wnt Family Member 5A,Protein Coding,52,GC03M055465,5.723955154,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT5A
FTO,FTO Alpha-Ketoglutarate Dependent Dioxygenase,Protein Coding,48,GC16P053853,5.723955154,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FTO
PTGS2,Prostaglandin-Endoperoxide Synthase 2,Protein Coding,51,GC01M186640,5.716226578,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS2
GDF11,Growth Differentiation Factor 11,Protein Coding,45,GC12P055743,5.71479845,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF11
GGCX,Gamma-Glutamyl Carboxylase,Protein Coding,50,GC02M085544,5.70601368,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGCX
